backend,workers,heads_per_band,chunk_size,prefill_tok_s,decode_tok_s,prefill_s,decode_s
ray,,6,64,21.563343943996266,23.851288621990225,0.27824997901916504,2.641366720199585
ray,,3,36,111.2247537136316,25.152780486690475,0.05394482612609863,2.5046932697296143
ray,,7,64,110.21255238921079,25.118784888831517,0.05444025993347168,2.5080831050872803
ray,,6,36,116.37590521905608,25.120747808622642,0.051557064056396484,2.507887125015259
ray,,7,64,117.02748300332028,25.00364795804432,0.0512700080871582,2.519632339477539
ray,,4,64,119.50945976749487,24.984479509298794,0.050205230712890625,2.5215654373168945
